x
"[0.001395575506473349, 1.5434387579797522, 0.021601772853480822, 0.01668691031328653, 11.648286282555182, 11.534520685131094, 11.338396746721159, 10.950991001664352, 11.474001198822078, 10.939981230565722]"
"[0.0018027292698638148, 0.004555170506024576, 0.011244572797124071, 0.014177724710882132, 12.360222414111773, 12.05153277716578, 12.145048279711405, 12.401185854824124, 0.015679179850523264, 0.043341711583372945]"
"[0.002040716304673496, 1.1704671502742159, 0.024828757440027084, 0.010329132165666095, 11.778934018789183, 11.700097113473676, 11.480884515957099, 11.325510573886316, 11.678104407303282, 11.133642950740278]"
"[0.0015277578375711871, 1.891573220513118, 0.02032490094076244, 0.022048045730400267, 11.590926430974566, 11.219261837451882, 11.923498062934847, 11.5300172092529, 11.259741614354857, 11.704385505719369]"
"[0.007010973143692777, 2.0267205301700217, 0.024479959342474676, 0.0012860782446932478, 11.886668974498964, 11.162202495411437, 11.965030263589277, 11.345734047203411, 11.514652175031369, 11.629887725145082]"
"[0.0015758099333238688, 0.0025418472034567444, 0.014955365937488942, 0.01026547886843024, 11.779484296042149, 11.800030304414225, 12.008095871463988, 11.929927015819514, 0.03198176740994284, 0.021258063190015032]"
"[0.0032699528819073696, 1.1526090593281708, 0.014640332128315284, 0.02135702817982752, 11.652709474794927, 11.760931232535047, 11.167504771137198, 11.106872240059753, 11.565589130985877, 11.040242476052097]"
"[0.001022566048252964, 0.0019980594311673145, 0.01223550245115119, 0.004201263825194117, 12.130493321043515, 12.003684757957886, 12.131574481274447, 12.13183053012669, 0.031189612592769568, 0.035226005980903446]"
"[0.00208795857951972, 0.0011659308653020947, 0.012628654830148576, 0.011777244246222241, 11.882219643291943, 11.681623172663834, 11.819469009259059, 11.891771321091337, 0.03688649326434341, 0.033477195718286085]"
"[0.029156822718486866, 3.4754533375794074, 0.015113299815935476, 0.001592333823886686, 11.776974534773922, 10.797231431779252, 11.755632623999608, 10.782642048129926, 11.277342784112141, 11.21562220311665]"
